0,0,10
0,1,10
0,2,10
0,3,10
0,4,10
0,5,10
0,6,10
0,7,10
0,8,10
0,9,10
0,10,10
0,11,10
0,12,10
0,13,10
0,14,10
0,15,10
0,16,10
0,17,10
0,18,10
0,19,10
0,20,10
0,21,10
0,22,10
0,23,10
0,24,10
0,25,10
0,26,10
0,27,10
0,28,10
0,29,10
0,30,10
0,31,10
0,32,10
0,33,10
0,34,10
0,35,10
0,36,10
0,37,10
0,38,10
0,39,10
0,40,10
0,41,10
0,42,10
0,43,10
0,44,10
0,45,10
0,46,10
0,47,10
0,48,10
0,49,10
0,50,10
0,51,10
0,52,10
0,53,10
0,54,10
0,55,10
0,56,10
0,57,10
0,58,10
0,59,10
0,60,10
0,61,10
0,62,10
0,63,10
0,64,10
0,65,10
0,66,10
0,67,10
0,68,10
0,69,10
0,70,10
0,71,10
0,72,10
0,73,10
0,74,10
0,75,10
0,76,10
0,77,10
0,78,10
0,79,10
0,80,10
0,81,10
0,82,10
0,83,10
0,84,10
0,85,9
0,86,9
0,87,9
0,88,9
0,89,9
0,90,9
0,91,9
0,92,9
0,93,9
0,94,9
0,95,9
0,96,9
0,97,9
0,98,9
0,99,9
0,100,9
0,101,9
0,102,9
0,103,9
0,104,9
0,105,9
0,106,9
0,107,9
0,108,9
0,109,9
0,110,9
0,111,9
0,112,9
0,113,9
0,114,9
0,115,9
0,116,9
0,117,9
0,118,9
0,119,9
0,120,9
0,121,9
0,122,9
0,123,9
0,124,9
0,125,8
0,126,6
0,127,6
0,128,6
0,129,6
0,130,6
0,131,6
0,132,5
0,133,5
0,134,5
0,135,5
0,136,5
0,137,5
0,138,5
0,139,5
0,140,5
0,141,5
0,142,5
0,143,5
0,144,5
0,145,4
0,146,4
0,147,4
0,148,4
0,149,4
0,150,4
0,151,4
0,152,4
0,153,4
0,154,4
0,155,4
0,156,4
0,157,4
0,158,4
0,159,4
0,160,4
0,161,4
0,162,4
0,163,4
0,164,3
0,165,3
0,166,3
0,167,3
0,168,3
0,169,3
0,170,3
0,171,3
0,172,3
0,173,3
